Versión,Autor,Descripción,Fecha,Revisión,Revisado Por
0.1.0,"Monica Ayala, Cristian Rico, Ana Karen López Baltazar",Redacción del documento inicial y revisión entre pares,"February 23, 2023",Reviewed,"Monica Ayala, Ana Karen López Baltazar, Cristian Rico"
