Versión,Autor,Descripción,Fecha,Revisión,Revisado Por
0.1.0,Kenny Eduard Vercaemer González,Link al mapa en lucid,"March 2, 2023",Reviewed,"Fermín Méndez García, Diego Emilio Barrera Hernández, Ricardo Nuñez Alanis, Mónica Andrea Ayala Marrero"
