Versión,Autor,Descripción,Fecha,Revisión,Revisado Por
0.1.0,Jordana Betancourt Menchaca,El documento sirve para formalizar las horas de trabajo de los integrantes del equipo Deltram,"March 5, 2023",Not Reviewed,
